apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +88,Bank Entries,مدخلات البنك
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +154,Cost center is required to book an expense claim,مركز التكلفة مطلوب لتسجيل المطالبة بالمصروفات
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +157,Please set default payable account for the company {0},يرجى تعيين الحساب الافتراضي الدائن للشركة {0}
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +161,Mode of payment is required to make a payment,طريقة الدفع مطلوبة لإجراء الدفع
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +175,{0} ({1}) must have role 'Expense Approver',{0} ({1}) يجب أن يمتلك صلاحية (المخول بالموافقة على المصروفات)
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +186,Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,لا يمكن أن يكون المبلغ الموافق عليه أكبر من مبلغ المطالبة في الصف {0}.
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +24,{0}: From {0} for {1},{0}: من {0} ل{1}
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +254,Please set default account in Expense Claim Type {0},الرجاء تعيين الحساب الافتراضي في نوع مطالبة المصروفات {0}
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +64,Approval Status must be 'Approved' or 'Rejected',حالة الموافقة يجب ان تكون (موافق عليه) او (مرفوض)
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +29,Please select weekly off day,الرجاء اختيار يوم عطلة أسبوعي
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +38,The holiday on {0} is not between From Date and To Date,العطلة بتاريخ {0} ليست بين من تاريخ وإلى تاريخ
apps/erpnext/erpnext/hr/doctype/job_applicant/job_applicant.js +13,Offer Letter,عرض عمل
apps/erpnext/erpnext/hr/doctype/job_applicant/job_applicant.py +25,Name or Email is mandatory,الاسم أو البريد الإلكتروني إلزامي
apps/erpnext/erpnext/hr/doctype/job_applicant/job_applicant.py +43,"Email Address must be unique, already exists for {0}",يجب أن يكون عنوان البريد الإلكتروني غير موجود مسبقاً،
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py +24,All Jobs,جميع الوظائف
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py +27,Jobs,وظائف
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py +28,Current Job Openings,فرص العمل الشاغرة
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +123,Leave Type {0} cannot be carry-forwarded,نوع الاجازة {0} لا يمكن إعادة توجيهها 
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +44,Leave Type {0} cannot be allocated since it is leave without pay,نوع الاجازة {0} لا يمكن تخصيصها لأنها إجازة بدون راتب
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +49,Leaves must be allocated in multiples of 0.5,يجب تخصيص الإجازات في مضاعفات 0.5
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +59,{0} already allocated for Employee {1} for period {2} to {3},{0} تم تخصيصه بالفعل للموظف {1} للفترة {2} إلى {3}
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +71,"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}",لا يمكن تخصيص الإجازة قبل {0}، حيث تم بالفعل تحويل رصيد الإجازة في سجل تخصيص الإجازات المستقبلية {1}
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +82,Total leaves allocated is mandatory,مجموع الإجازات المخصصة إلزامية
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +88,Total allocated leaves are more than days in the period,مجموع الاجازات المخصصة هي أكثر من الأيام المحددة
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +96,Note: Total allocated leaves {0} shouldn't be less than already approved leaves {1} for the period,ملاحظة: مجموع الاجازات المخصصة {0} لا يجب أن تكون أقل من الاجازات الموافق عليها {1} للفترة
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +98,Total allocated leaves {0} cannot be less than already approved leaves {1} for the period,مجموع الاجازات المخصصة {0} لا يمكن أن تكون أقل من الاجازات المعتمدة {1} للفترة
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +100,"Leave cannot be applied/cancelled before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}",لا يمكن تطبيق الإجازة / إلغاءها قبل {0}، حيث تم بالفعل تحويل رصيد الإجازة في سجل تخصيص الإجازات المستقبلية {1}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +115,"Salary already processed for period between {0} and {1}, Leave application period cannot be between this date range.",الراتب تم اعتماده للفترة مابين {0} و {1} تاريخ الاجازة لا يمكن أن يكون ضمن هذا النطاق الزمني
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +124,Warning: Leave application contains following block dates,تحذير: طلب اجازة يحتوي على تواريخ ممنوعة
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +133,You are not authorized to approve leaves on Block Dates,غير مصرح لك الموافقة على المغادرات التي في التواريخ الممنوعة
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +141,The day(s) on which you are applying for leave are holidays. You need not apply for leave.,اليوم الذي تقدمت به في طلب الاجازة هو يوم اجازة لجميع الموظفين . 
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +149,Note: There is not enough leave balance for Leave Type {0},ملاحظة: لا يوجد رصيد إجازة كاف لنوع الإجازة {0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +152,There is not enough leave balance for Leave Type {0},لا يوجد رصيد لنوع الاجازة {0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +185,Employee {0} has already applied for {1} between {2} and {3},الموظف {0} قام بتقديم الاجازة {1} {2} بين و {3}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +208,Leave of type {0} cannot be longer than {1},نوع الاجازة {0} لا يمكن أن تكون أطول من {1}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +215,Leave approver must be one of {0},الموافق على الإجازة يجب ان يكون واحد من {0}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +220,{0} ({1}) must have role 'Leave Approver',{0} ({1}) يجب أن يمتلك صلاحية (المخول بالموافقة علي الاجازات)
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +224,Only the selected Leave Approver can submit this Leave Application,فقط الموافق علي الإجازه المختار يمكنه الموافقة  على طلب الاجازة
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +232,Attendance for employee {0} is already marked for this day,تم بالفعل تسجيل الحضور للموظف {0} لهذا اليوم
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +24,{0}: From {0} of type {1},{0}: من {0} من نوع {1}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +282,New Leave Application,طلب إجازة جديدة
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +295,Please select Employee Record first.,الرجاء تحديد سجل الموظف أولا.
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +459,(Half Day),(نصف يوم)
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +477,Leave Blocked,إجازة محظورة
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +52,Only Leave Applications with status 'Approved' and 'Rejected' can be submitted,"يمكن فقط الموافقة علي طلب الاجازة باختيار ""مقبولة"" أو ""مرفوضة"""
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +71,Half Day Date should be between From Date and To Date,يجب أن يكون تاريخ نصف يوم ما بين التاريخ والتاريخ
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +89,Application period cannot be outside leave allocation period,فترة الطلب لا يمكن أن تكون خارج نطاق فترة الاجازات المخصصة
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +92,Application period cannot be across two alocation records,فترة الطلب لا يمكن أن تكون خلال فترتي تخصيص اجازات مختلفتين
apps/erpnext/erpnext/hr/doctype/leave_block_list/leave_block_list.py +19,Date is repeated,التاريخ مكرر
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.js +16,To date cannot be before from date,(الى تاريخ) لا يمكن ان يكون قبل (من تاريخ)
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.py +40,No employee found,لا يوجد موظف
apps/erpnext/erpnext/hr/doctype/leave_control_panel/leave_control_panel.py +59,Leaves Allocated Successfully for {0},الاجازات خصصت بنجاح للموظف {0}
apps/erpnext/erpnext/hr/doctype/leave_type/leave_type.js +3,Allocations,المخصصات
apps/erpnext/erpnext/hr/doctype/offer_letter/offer_letter.js +17,Make Employee,انشاء موظف
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +108,Activity Log:,سجل النشاطات:
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +128,Do you really want to Submit all Salary Slip from {0} to {1},هل تريد حقا تقديم كل كشوفات الرواتب من {0} إلى {1}
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +157,"Company, From Date and To Date is mandatory",(الشركة) و (من تاريخ) و (إلى تاريخ) تكون إلزامية
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +113,No employee for the above selected criteria OR salary slip already created,لا يوجد موظف للمعايير المحددة أعلاه أو كشف راتب تم إنشاؤه مسبقا
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +118,Created Salary Slips,تم إنشاء كشوفات الرواتب
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +173,Submitted Salary Slips,تم تقديم كشوفات رواتب
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +175,Accural Journal Entry Submitted,قيد دفتر يومية استحقاقي تم تقديمه
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +182,Not Submitted Salary Slips,كشوفات الرواتب لم يتم تقديمها
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +216,Please set default account in Salary Component {0},الرجاء تحديد حساب افتراضي في مكون الراتب {0}
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +250,Please set Default Payroll Payable Account in Company {0},الرجاء تحديد الحساب افتراضي لدفع الرواتب في الشركة {0}
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +268,Accural Journal Entry for salaries from {0} to {1},قيد دفتر يومية استحقاقي للرواتب من {0} إلى {1}
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +337,Payment of salary from {0} to {1},دفع الراتب من {0} إلى {1}
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +357,There are no submitted Salary Slips to process.,لم يتم تقديم أي قسائم مرتبات مقدمة.
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +449,Fiscal Year {0} not found,السنة المالية {0} غير موجودة
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +175,Multiple active Salary Structures found for employee {0} for the given dates,وجود اكثر من هيكل راتب نشط للموظف {0} للتواريخ المحددة
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +180,No active or default Salary Structure found for employee {0} for the given dates,لا يوجد هيكل راتب افتراضي نشط للموظف {0} للتواريخ المحددة
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +181,Salary Structure Missing,هيكل الراتب مفقود
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +238,There are more holidays than working days this month.,هناك عطلات أكثر من أيام العمل في هذا الشهر.
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +243,Leave Without Pay does not match with approved Leave Application records,الإجازة بدون راتب لا تتطابق مع سجلات (طلب الإجازة) الموافق عليها
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +264,Employee relieved on {0} must be set as 'Left',الموظف الذي غادر العمل في {0} يجب أن يتم تحديده ' مغادر '
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +319,Salary Slip of employee {0} already created for this period,كشف الراتب للموظف {0} تم إنشاؤه لهذه الفترة
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +323,Salary Slip of employee {0} already created for time sheet {1},كشف الراتب للموظف {0} تم إنشاؤه لسجل التوقيت {1}
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +333,Please set the Date Of Joining for employee {0},يرجى تحديد تاريخ الالتحاق بالموظف {0}
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +385,Net Pay cannot be less than 0,صافي الأجور لا يمكن أن يكون أقل من 0
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +402,Please see attachment,يرجى الإطلاع على المرفقات
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +410,"{0}: Employee email not found, hence email not sent",{0}: البريد الإلكتروني للموظف غير موجود، وبالتالي لن يتم إرسال البريد الإلكتروني
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +42,Total working hours should not be greater than max working hours {0},عدد ساعات العمل الكلي يجب ألا يكون أكثر من العدد الأقصى لساعات العمل {0}
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +94,Name error: {0},اسم الخطأ : {0}
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +96,Syntax error in formula or condition: {0},خطأ في بناء الصيغة أو الشرط: {0}
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +98,Error in formula or condition: {0},خطأ في الصيغة أو الشرط: {0}
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +377,Preview Salary Slip,معاينة كشف الراتب
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +380,Add Employees,إضافة موظفين
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +395,Base,الاساسي
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +397,Variable,متغير
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.js +446,Show Salary Slip,عرض كشف الراتب
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +31,Net pay cannot be negative,صافي الأجور لا يمكن أن يكون بالسالب
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +39,From Date {0} for Employee {1} cannot be before employee's joining Date {2},(من تاريخ) {0} للموظف {1} لا يمكن أن يكون قبل تاريخ التحاقه {2}
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +63,Active Salary Structure {0} found for employee {1} for the given dates,تم العثور على هيكل راتب نشط {0} للموظف {1} للتواريخ المحددة
apps/erpnext/erpnext/hr/doctype/training_event/training_event.js +13,Training Feedback,التعليقات على التدريب
apps/erpnext/erpnext/hr/doctype/training_event/training_event.js +7,Training Result,نتيجة التدريب
apps/erpnext/erpnext/hr/doctype/training_result/training_result.py +15,{0} must be submitted,{0} يجب إرسالها
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.js +21,Attendance From Date and Attendance To Date is mandatory,(الحضور من التاريخ) و (الحضور إلى التاريخ) الزامي
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.js +60,Import Failed!,فشل الاستيراد !
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.py +103,Please select a csv file,يرجى اختيار ملف CSV
apps/erpnext/erpnext/hr/doctype/upload_attendance/upload_attendance.py +88,Please setup numbering series for Attendance via Setup &gt; Numbering Series,الرجاء إعداد سلسلة ترقيم للحضور عن طريق الإعداد & سلسلة الترقيم
apps/erpnext/erpnext/hr/doctype/vehicle_log/vehicle_log.py +16,Current Odometer reading entered should be greater than initial Vehicle Odometer {0},ينبغي أن تكون القراءة الحالية لعداد المسافات اكبر من القراءة السابقة لعداد المسافات للمركبة {0}
apps/erpnext/erpnext/hr/doctype/vehicle_log/vehicle_log.py +20,"Service Item,Type,frequency and expense amount are required",الصنف الخدمي و النوع و التكرار و قيمة المصروفات مطلوبة
apps/erpnext/erpnext/hr/doctype/vehicle_log/vehicle_log.py +40,Expense Claim {0} already exists for the Vehicle Log,المطالبة بالمصروفات {0} موجودة مسبقا في سجل المركبة
apps/erpnext/erpnext/hr/doctype/vehicle_log/vehicle_log.py +49,Expense Claim for Vehicle Log {0},المطالبة بالمصروفات لسجل المركبة {0}
apps/erpnext/erpnext/hr/doctype/vehicle/vehicle_dashboard.py +5,This is based on logs against this Vehicle. See timeline below for details,وذلك بناء على السجلات مقابل هذه المركبة. للمزيد انظر التسلسل الزمني أدناه
apps/erpnext/erpnext/hr/doctype/vehicle/vehicle.py +14,Insurance Start date should be less than Insurance End date,يجب أن يكون تاريخ بداية التأمين قبل تاريخ نهايته
apps/erpnext/erpnext/hr/email_alert/training_feedback/training_feedback.html +1,Hello,مرحبا
apps/erpnext/erpnext/hr/email_alert/training_feedback/training_feedback.html +6,Please share your feedback to the training by clicking on 'Training Feedback' and then 'New',"يرجى مشاركة ملاحظاتك للتدريب من خلال النقر على ""تعليقات التدريب"" ثم ""جديد"""
apps/erpnext/erpnext/hr/email_alert/training_scheduled/training_scheduled.html +7,Event Location,موقع الحدث
apps/erpnext/erpnext/hr/page/team_updates/team_updates.js +44,No more updates,لا مزيد من التحديثات
apps/erpnext/erpnext/hr/report/employee_leave_balance/employee_leave_balance.py +27,Taken,مأخوذ
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py +68,Total Absent,إجمالي الغياب
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py +68,Total Leaves,مجموع الإجازات
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py +68,Total Present,إجمالي الحضور
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py +85,Please select month and year,الرجاء اختيار الشهر والسنة
apps/erpnext/erpnext/hr/report/salary_register/salary_register.py +38,Salary Slip ID,رقم كشف الراتب
apps/erpnext/erpnext/hr/report/salary_register/salary_register.py +65,No salary slip found between {0} and {1},لا يوجد كشف راتب بين {0} و {1}
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py +22,License,رخصة
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py +26,Service Expense,نفقات الصيانة
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.py +69,Publish to sync items,نشر لمزامنة الاصناف
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.py +93,{0} Items synced,{0} اصناف تم مزامنتها
apps/erpnext/erpnext/hub_node/doctype/hub_settings/hub_settings.py +96,Items already synced,تمت المزامنه
apps/erpnext/erpnext/hub_node/page/hub/hub_body.html +18,No more results.,لا مزيد من النتائج.
apps/erpnext/erpnext/hub_node/page/hub/register_in_hub.html +2,Register For ERPNext Hub,تسجيل في innexa.co
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.js +116,Please save the document before generating maintenance schedule,يرجى حفظ المستند قبل إنشاء جدول الصيانة
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.js +47,Make Maintenance Visit,إنشاء زيارة صيانة
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.js +74,Row {0}:Start Date must be before End Date,الصف {0} : يجب أن يكون تاريخ البدء قبل تاريخ الانتهاء
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +137,"Row {0}: To set {1} periodicity, difference between from and to date \ must be greater than or equal to {2}",الصف {0}: لتعيين {1} دورية، يجب أن يكون الفرق بين من وإلى تاريخه أكبر من أو يساوي {2}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +143,Please enter Maintaince Details first,الرجاء إدخال تفاصيل الصيانة أولا
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +147,Please select item code,الرجاء اختيار كود الصنف
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +149,Please select Start Date and End Date for Item {0},الرجاء تحديد تاريخ البدء وتاريخ الانتهاء للصنف {0}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +151,Please mention no of visits required,يرجى ذكر عدد الزيارات المطلوبة
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +153,Please select Incharge Person's name,يرجى تحديد اسم الشخص المسؤول
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +156,Start date should be less than end date for Item {0},يجب أن يكون تاريخ البدء قبل تاريخ الانتهاء للصنف {0}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +165,Maintenance Schedule {0} exists against {1},جدول الصيانة {0} موجود مقابل {1}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +187,Serial No {0} not found,الرقم التسلسلي {0} غير موجود
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +191,Serial No {0} is under warranty upto {1},الرقم التسلسلي  {0} تحت الضمان حتى {1}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +195,Serial No {0} is under maintenance contract upto {1},الرقم التسلسلي {0} تحت عقد الصيانة حتى {1}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +200,Maintenance start date can not be before delivery date for Serial No {0},لا يمكن أن يكون تاريخ بدء الصيانة قبل تاريخ التسليم لرقم التسلسلي {0}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +215,Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',"لم يتم إنشاء جدول الصيانة لجميع الاصناف. يرجى النقر على ""إنشاء الجدول الزمني"""
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +219,Please click on 'Generate Schedule',"الرجاء انقر على ""إنشاء الجدول الزمني"""
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +230,Please click on 'Generate Schedule' to fetch Serial No added for Item {0},"الرجاء النقر على ""إنشاء جدول"" لجلب الرقم التسلسلي المضاف للصنف {0}"
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +39,Please click on 'Generate Schedule' to get schedule,"يرجى النقر على ""إنشاء الجدول الزمني"" للحصول على الجدول الزمني"
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +60,"Setting Events to {0}, since the Employee attached to the below Sales Persons does not have a User ID{1}",تعيين الأحداث إلى {0}، لأن الموظف المرفق أدناه لشحص المبيعات لايوجد له هوية مستخدم {1}
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +69,"Reference: {0}, Item Code: {1} and Customer: {2}",المرجع: {0}، رمز الصنف: {1} والعميل: {2}
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.js +46,Warranty Claim,مشكلة عميل
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.py +12,To {0},إلى {0}
apps/erpnext/erpnext/maintenance/doctype/maintenance_visit/maintenance_visit.py +65,Cancel Material Visits {0} before cancelling this Maintenance Visit,إلغاء المواد الخاصة بالزيارة {0} قبل إلغاء زيارة الصيانة هذه
apps/erpnext/erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.js +30,Latest price updated in all BOMs,أحدث سعر تم تحديثه في جميع قائمة المواد
apps/erpnext/erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.py +22,BOM replaced,تم استبدال قائمة المواد
apps/erpnext/erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.py +26,Current BOM and New BOM can not be same,قائمة المواد الحالية و قائمة المواد الجديد لا يمكن أن تكونا متشابهتين
apps/erpnext/erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.py +30,The selected BOMs are not for the same item,قواائم المواد المحددة ليست لنفس الصنف
apps/erpnext/erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.py +48,Queued for updating latest price in all Bill of Materials. It may take a few minutes.,قائمة الانتظار لتحديث أحدث الأسعار في جميع قوائم المواد. قد يستغرق بضع الوقت.
apps/erpnext/erpnext/manufacturing/doctype/bom/bom_item_preview.html +16,Open BOM {0},فتح قائمة المواد {0}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom_item_preview.html +20,Open Item {0},فتح الصنف {0}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +200,You can not change rate if BOM mentioned agianst any item,لا يمكنك تغيير السعر اذا كانت قائمة المواد ذكرت مقابل أي صنف
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +72,Update Cost,تحديث التكلفة
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +75,Browse BOM,استعراض قائمة المواد
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +140,Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},الصف {0}: عملة قائمة المواد يجب أن تكون# {1} يجب ان تكون مساوية للعملة المحددة {2}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +157,Please select Price List,يرجى تحديد قائمة الأسعار
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +195,Cost Updated,تم تحديث التكلفة
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +250,Item {0} does not exist in the system or has expired,الصنف {0} غير موجود في النظام أو انتهت صلاحيته
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +258,Quantity should be greater than 0,الكمية يجب ان تكون أكبر من 0
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +264,Currency of the price list {0} must be {1} or {2},العملة من قائمة الأسعار {0} يجب أن تكون {1} أو {2}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +299,Raw Materials cannot be blank.,لا يمكن ترك المواد الخام فارغة.
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +305,Quantity required for Item {0} in row {1},الكمية المطلوبة للصنف {0} في الصف {1}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +315,Same item has been entered multiple times. {list},تم إدخال نفس الصنف عدة مرات.
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +329,BOM recursion: {0} cannot be parent or child of {2},تكرار قائمة المواد: {0} لا يمكن ان يكون أصل او فرع من {2}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +495,Cannot deactivate or cancel BOM as it is linked with other BOMs,لا يمكن تعطيل أو إلغاء قائمة المواد لانها مرتبطة مع قوائم مواد اخرى
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +499,Operations cannot be left blank,لا يمكن ترك (العمليات) فارغة
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +508,Boms,قوائم المواد
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +57,All BOMs,كل قوائم المواد
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +574,BOM {0} must be active,قائمة المواد {0} يجب أن تكون نشطة
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +577,BOM {0} must be submitted,قائمة المواد {0} يجب تقديمها
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +580,BOM {0} does not belong to Item {1},قائمة المواد {0} لا تنتمي إلى الصنف {1}
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +85,Item: {0} does not exist in the system,الصنف: {0} غير موجود في النظام
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +91,BOM #{0}: Raw material cannot be same as main Item,قائمة المواد # {0}: المواد الخام لا يمكن أن تكون نفس الصنف الرئيسي
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order_calendar.js +36,Production Item,إنتاج الصنف
